,label,message,label_num,Length
3802,ham,yup song bro no creative neva test quality he said check review online,0,74
3195,ham,i av a new number   wil u only use this oneta,0,49
4543,ham,when you and derek done with class,0,35
771,ham,lol u drunkard just doing my hair at d moment yeah still up 4 tonight wats the plan ,0,89
2785,ham,yeah get the unlimited,0,22
5028,spam,id like to tell you my deepest darkest fantasies call me 09094646631 just 60pmin to stop texts call 08712460324 nat rate,1,126
2253,ham,lol enjoy role playing much,0,28
2366,spam,tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly  150p per week txt stop 2 stop this msg free stream 0871212025016,1,158
381,ham,yeah sure give me a couple minutes to track down my wallet,0,59
1804,ham,the bus leaves at  ltgt ,0,29
4315,ham,i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later,0,111
461,ham,great never been better each day gives even more reasons to thank god,0,71
5066,spam,83039 62735å£450 uk break accommodationvouchers terms  conditions apply 2 claim you mustprovide your claim number which is 15541 ,1,132
517,spam,your credits have been topped up for httpwwwbubbletextcom your renewal pin is tgxxrz,1,89
1783,ham,no dear i do have free messages without any recharge hi hi hi,0,62
5345,ham,wat ì doing now,0,17
4375,spam,if you dont your prize will go to another customer tc at wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl please call back if busy,1,144
3977,ham,reason is if the team budget is available at last they buy the unsold players for at base rate,0,96
3211,ham,we got a divorce lol shes here,0,33
440,ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,0,104
2810,ham,thinkin about someone is all good no drugs for that,0,52
250,ham,ranjith cal drpd deeraj and deepak 5min hold,0,44
126,ham,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,0,244
3044,ham,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,0,101
3393,ham,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,0,129
3347,ham,sorry ill call later,0,22
4146,ham,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0,139
584,ham,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,0,95
5380,ham,its sunny in california the weathers just cool,0,48
2550,ham,please sen my kind advice please come here and try,0,58
2871,ham,see you there ,0,15
2982,ham,what should i eat fo lunch senor,0,32
1551,ham,in e msg jus now u said thanks for gift,0,41
965,ham,or better still can you catch her and let ask her if she can sell  ltgt  for me,0,85
3430,ham,yeah if we do have to get a random dude we need to change our info sheets to party  ltgt 7 never study just to be safe,0,124
3221,ham,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you ,0,150
3336,ham,i am at the gas station go there,0,34
4923,ham,we can go 4 e normal pilates after our intro  ,0,49
2139,ham,but i juz remembered i gotta bathe my dog today,0,49
1987,ham,no callsmessagesmissed calls,0,32
2026,ham,nah man my car is meant to be crammed full of people,0,53
1497,ham,im putting it on now it should be ready for  lttimegt ,0,60
1652,spam,for ur chance to win a å£250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,1,123
3942,ham,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon,0,106
4932,ham,once free call me sir,0,22
4967,ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,0,133
3429,ham,youve always been the brainy one,0,34
1004,ham,umma did she say anything,0,26
4332,ham,y bishan lei i tot ì say lavender ,0,39
1875,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,1,155
2155,ham,what year and how many miles,0,30
1722,ham,thought praps you meant another one goodo ill look tomorrow ,0,63
1860,ham,it could work well reach a consensus at the next meeting,0,58
2279,ham,sorry ill call later in meeting,0,33
241,ham,pleassssssseeeeee tel me v avent done sportsx,0,45
334,spam,valentines day special win over å£1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,1,159
278,ham,just sent it so what type of food do you like,0,47
3308,ham,okie ì wan meet at bishan cos me at bishan now im not driving today,0,72
5469,ham,ok lor,0,7
3249,ham,babe i need your advice,0,24
4615,ham,ìï called dad oredi,0,22
2838,ham,easy mate  guess the quick drink was bit ambitious,0,53
3629,spam,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx å£150,1,157
3581,ham,you are right meanwhile hows project twins comin up,0,53
1865,ham,call to the number which is available in appointment and ask to connect the call to waheed fathima,0,100
4785,ham,holy living christ what is taking you so long,0,45
3037,ham,you are not bothering me but you have to trust my answers pls,0,63
5084,ham,hey happy birthday,0,21
4441,ham,dear i am not denying your words please,0,39
2585,ham,i will be outside office take all from there,0,44
576,ham,im tired of arguing with you about this week after week do what you want and from now on ill do the same,0,109
2244,ham,no management puzzeles,0,23
5307,ham,what you did in  leave,0,23
1876,ham,watching tv now i got new job ,0,33
931,ham,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,0,103
694,ham,ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,92
5261,ham,i absolutely love south park i only recently started watching the office,0,74
1882,ham,sorry i cant help you on this,0,32
3443,ham,yes but i dont care cause i know its there,0,44
3518,ham,hanging out with my brother and his family,0,42
1927,ham,omg it could snow here tonite,0,30
4193,ham,can not use foreign stamps in this country,0,43
5212,ham,kkhow is your business now,0,29
1188,ham,all will come alivebetter correct any good looking figure there itself,0,73
72,ham,hi babe im at home now wanna do something xx,0,45
695,ham,good good job i like entrepreneurs,0,36
4700,ham,i liked the new mobile,0,22
4554,ham,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,0,153
5505,ham,what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me,0,127
2686,ham,there r many modelsony ericson also der ltgt it luks good bt i forgot modl no,0,88
1172,ham,happy new years melody,0,23
1578,ham,how to make a girl happy its not at all difficult to make girls happy u only need to be 1 a friend 2 companion 3 lover 4 chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam,0,611
4790,ham,send me your resume,0,22
382,ham,hey leave it not a big deal take care,0,42
4998,ham,hmph go head big baller,0,26
1560,ham,just got some gas money any chance you and the gang want to go on a grand nature adventure,0,92
837,ham,sir i have been late in paying rent for the past few months and had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thanks,0,372
2339,ham,cheers for the message zogtorius iåõve been staring at my phone for an age deciding whether to text or not,0,108
3337,ham,k if u bored up just come to my home,0,39
3574,ham,and do you have any one that can teach me how to ship cars,0,59
2889,ham,shuhui has bought rons present its a swatch watch,0,54
2552,ham,oh fine ill be by tonight,0,27
5129,ham,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it,0,281
163,spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468,1,152
2690,spam,sports fans  get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 wwwgetzedcouk 0870141701216 norm 4txt120p ,1,153
543,ham,4 oclock at mine just to bash out a flat plan,0,47
5125,ham,after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao,0,107
634,spam,dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop to 80062,1,143
3642,ham,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date,0,107
962,ham,watching cartoon listening music amp at eve had to go temple amp church what about u,0,92
399,ham,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator,0,114
1124,ham,aiyar sorry lor forgot 2 tell u,0,34
3644,spam,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 nownyt ec2a 3lp å£150msg,1,156
3400,ham,thanks honey have a great day,0,31
